公司代碼,上市別,TSE,資料源年,總經理_姓名代碼,總經理_教育程度_代碼,總經理_經理人年資max,總經理_分數,總經理_股數增減比率,總經理_股數增減比率(合計),財務長_姓名代碼,財務長_教育程度_代碼,財務長_經理人年資max,財務長_分數,財務長_股數增減比率,財務長_股數增減比率(合計),獨董_姓名代碼,獨董_教育程度_代碼,獨董_董監事年資max,獨立董事_總分,董監經理人變化_燈號,CRISISCOR,研究發展費用率
1333,OTC,M2328,2006,P000041035,3,5.5,1,0,0,P000122670,5,3,1,0,0,P000137096,2,1.83,2,0,0,1.39
1333,OTC,M2328,2010,P000013309,4,9.5,1,0,0,,6,,0,0,0,,6,,0,0,0,6.29
1333,OTC,M2328,2013,P000041035,3,12.5,1,0.006882591,0.006882591,,6,,0,0,0,P000178157&P000132495,3,6.83,3,0,0,2.25
1336,OTC,M2328,2006,P000109298,5,19.67,0,0,0,P000109299,5,3.17,1,0,0,P000109290&P000109292,2,1.83,2,0,0,0.26
1336,OTC,M2328,2014,P000109295,4,4.75,1,0.01462613,0.01462613,P000159617,2,4.92,1,0,0,P000139118&P000131523,1,7.92,1,0,0,0
1336,OTC,M2328,2015,P000109295,4,5.75,1,0.033365727,0.033365727,P000159617,2,5.92,1,0,0,P000139118&P000131523,1,8.92,1,0,0,0
1336,OTC,M2328,2016,P000109295,4,6.75,1,0,0,P000159617,2,6.92,1,0,0,P000139118&P000131523,1,9.92,1,0,0,0
1336,OTC,M2328,2018,P000109295,4,8.75,1,inf,inf,P000154576,3,10.25,1,0,0,P000251955&P000251958&P000251963,2,1.83,2,0,0,0
1471,TSE,M2328,2006,P000090309,3,3.83,1,0,0,P000130010,3,0.67,0,0,0,P000064769&P000132373,2,3.83,2,0,0,0.37
1471,TSE,M2328,2009,P000090309,3,6.83,1,0,0,P000128978,3,3.33,1,0,0,P000132373,2,3.92,2,0,0,0.19
1471,TSE,M2328,2010,P000090309,3,7.83,1,0,0,P000128978,3,4.33,1,0,0,P000132373,2,4.92,2,0,0,0.27
1471,TSE,M2328,2014,P000090309,3,11.83,1,0,0,P000128978,2,8.33,1,0,0,,6,,0,0,0,0.07
1471,TSE,M2328,2017,P000090309,3,14.83,1,0.266354144,0.266354144,P000128978,2,11.33,1,0,0,P000190583&P000143000,2,2.83,2,0,0,2.45
1569,OTC,M2325,2006,P000092078,3,9.08,1,0,0,P000063501,3,2.58,1,0,0,P000108076&P000059140,2,2.92,2,0,0,0.56
1569,OTC,M2325,2008,P000092078,3,11.08,1,0,0,P000037431,3,6.58,1,0,0,P000108076&P000059140,2,4.92,2,0,0,0.38
1569,OTC,M2325,2011,P000092078,3,14.08,1,0,0,P000037431,3,9.58,1,0,0,P000153717&P000059140,2,7.92,2,0,0,0.24
1569,OTC,M2325,2012,P000092078,3,15.08,1,-0.009575487,-0.009575487,P000037431,3,10.58,1,-0.282608696,-0.282608696,P000153717&P000059140,2,8.92,2,0,0,0.33
1569,OTC,M2325,2013,P000092078,3,16.08,1,0.060082556,0.060082556,P000037431,3,11.58,1,0.03030303,0.03030303,P000153717&P000059140,2,9.92,2,0,0,0.43
1569,OTC,M2325,2014,P000092078,3,17.08,1,0,0,P000037431,3,12.58,1,0,0,P000153717&P000059140,2,10.92,2,0,0,0.4
1569,OTC,M2325,2015,P000092078,3,18.08,1,0.095471589,0.095471589,P000037431,3,13.58,1,0.088235294,0.088235294,P000153717&P000059140,2,11.92,2,0,0,0.39
1569,OTC,M2325,2016,P000092078,3,19.08,1,0,0,P000037431,3,14.58,1,0,0,P000153717&P000059140,2,12.92,2,0,0,0.29
1569,OTC,M2325,2017,P000092078,3,20.08,1,0,0,P000037431,3,15.58,1,0,0,P000153717&P000059140,2,13.92,2,0,0,2.18
1569,OTC,M2325,2018,P000092078,3,21.08,1,0.022906793,0.022906793,P000037431,3,16.58,1,0,0,P000153717&P000059140,2,14.92,2,0,0,2.37
1582,TSE,M2328,2006,P000117511,4,1.92,0,0,0,,6,,0,0,0,P000053549&P000014935,2,1.92,4,0,0,0.76
1582,TSE,M2328,2007,P000117511,4,2.92,0,0,0,,6,,0,0,0,P000053549&P000014935,2,2.92,4,0,0,0.8
1582,TSE,M2328,2010,P000125742,3,2.33,1,0,0,P000123633,5,4.83,1,0,0,P000053549&P000014935,2,5.92,4,0,0,1.25
1582,TSE,M2328,2011,P000125742,3,3.33,1,0,0,P000123633,5,5.83,1,0,0,P000053549&P000014935,2,6.92,4,0,0,0.99
1582,TSE,M2328,2013,P000125742,3,5.33,1,0,0,,6,,0,0,0,P000053549&P000014935,2,8.92,4,0,0,1.11
1582,TSE,M2328,2015,P000125742,3,7.33,1,-0.200999049,-0.200999049,P000123633,2,9.83,1,0,0,P000053549&P000014935,2,10.92,4,0,0,1.28
1582,TSE,M2328,2016,P000125742,3,8.33,1,-0.162548377,-0.162548377,P000123633,2,10.83,1,0,0,P000053549&P000014935,2,11.92,4,0,0,1.37
1595,OTC,M2328,2010,P000163987,3,12.08,1,0,0,P000163986,5,1,1,0,0,P000104089&P000165817&P000086739,2,0.25,3,0,0,2.49
1595,OTC,M2328,2011,P000163987,3,13.08,1,0,0,P000163986,5,2,1,0,0,P000104089&P000165817&P000086739,2,1.25,3,0,0,1.49
1595,OTC,M2328,2013,P000163987,3,15.08,1,-0.141748366,-0.141748366,P000174024,3,7.75,1,-1,-1,P000104089&P000165817&P000086739,2,3.25,3,0,0,2.99
1595,OTC,M2328,2014,P000163987,3,16.08,1,0,0,P000174024,3,8.75,1,0,0,P000104089&P000165817&P000086739,2,4.25,3,0,0,2.79
1595,OTC,M2328,2015,P000163987,3,17.08,1,0,0,P000174024,3,9.75,1,0,0,P000104089&P000165817&P000086739,2,5.25,3,0,0,6.26
1595,OTC,M2328,2018,P000163987,2,20.08,1,0.015412511,0.015412511,P000174024,3,12.75,1,0,0,P000226174&P000104089&P000086739,2,8.25,2,0,0,3.96
1785,OTC,M2331,2006,P000064887,5,4.42,1,0,0,P000034912,5,4,1,0,0,P000058089&P000077457,1,4.42,3,0,0,0.62
1785,OTC,M2331,2011,P000064887,5,9.42,1,0,0,P000136895,2,4.33,1,0,0,P000016325&P000018453,2,7.83,3,0,0,0.49
1785,OTC,M2331,2012,P000064887,5,10.42,1,0.09990082,0.09990082,P000136895,2,5.33,1,0.1,0.1,P000016325&P000018453,2,8.83,3,0,0,0.43
1785,OTC,M2331,2014,P000064887,5,12.42,1,0,0,P000136895,2,7.33,1,0,0,P000065072&P000016325,1,10.83,2,0,0,0.85
1815,OTC,M2328,2006,P000012502,3,1.92,0,0,0,P000095463,5,0.17,1,0,0,P000096480&P000136628,1,2.42,2,0,0,0.72
1815,OTC,M2328,2007,P000012502,3,2.92,0,0,0,P000095463,5,1.17,1,0,0,P000096480&P000136628,1,3.42,2,0,0,0.69
1815,OTC,M2328,2013,P000054697,2,5.83,1,6.689093869,6.689093869,P000087724,2,11.08,1,0,0,P000153081&P000096480,1,9.42,2,0,0,0.46
1815,OTC,M2328,2016,P000054697,2,8.83,1,0,0,P000071819,3,18.5,1,0,0,P000153081&P000096480,1,12.42,2,0,0,0.45
1815,OTC,M2328,2018,P000054697,2,10.83,1,-0.096472019,-0.096472019,P000071819,3,20.5,1,0,0,P000153081&P000093957&P000096480,1,14.42,2,0,0,0.66
2059,TSE,M2328,2006,P000045547,4,20.58,0,0,0,P000103535,5,2.25,1,0,0,P000038630&P000095342,3,3,2,0,0,1.88
2059,TSE,M2328,2008,P000043720,3,8.83,1,0,0,P000103535,5,4.25,1,0,0,P000038630&P000095342,3,5,2,0,0,3.02
2059,TSE,M2328,2010,P000043720,3,10.83,1,0,0,P000103535,5,6.25,1,0,0,P000033697&P000038630&P000095342,3,7,2,0,0,3.3
2059,TSE,M2328,2011,P000043720,3,11.83,1,0,0,P000103535,5,7.25,1,0,0,P000033697&P000038630&P000095342,3,8,2,0,0,3.71
2059,TSE,M2328,2012,P000043720,3,12.83,1,0,0,P000103535,5,8.25,1,0,0,P000033697&P000038630&P000095342,3,9,2,0,0,2.91
2059,TSE,M2328,2013,P000043720,3,13.83,1,0,0,P000103535,5,9.25,1,-0.744186047,-0.744186047,P000033697&P000038630&P000095342,3,10,2,0,0,3.11
2059,TSE,M2328,2014,P000043720,3,14.83,1,0,0,P000103535,3,10.25,1,-0.090909091,-0.090909091,P000033697&P000038630&P000095342,3,11,2,0,0,3.37
2059,TSE,M2328,2016,P000043720,3,16.83,1,0,0,P000103535,3,12.25,1,0,0,P000033697&P000191572&P000095342,2,13,2,0,0,3.81
2059,TSE,M2328,2017,P000043720,3,17.83,1,0,0,P000103535,3,13.25,1,0,0,P000033697&P000191572&P000095342,2,14,2,0,0,4.43
2301,TSE,M2325,2006,P000018447,2,6,1,0,0,P000044615,2,3.33,1,0,0,P000012160,3,6,1,0,0,1.69
2301,TSE,M2325,2009,P000018447,2,9,1,0,0,P000027329,3,5.5,1,0,0,P000105882&P000006084&P000132591,2,2.83,4,0,0,2.21
2301,TSE,M2325,2012,P000011212,3,12,1,0.078612562,0.078612562,P000027329,3,8.5,1,0.102240896,0.102240896,P000105882&P000006084&P000132591,2,5.83,4,0,0,2.65
2301,TSE,M2325,2013,P000011212,3,13,1,0.172585051,0.172585051,P000027329,3,9.5,1,0.099110546,0.099110546,P000105882&P000006084&P000132591,2,6.83,4,0,0,2.92
2301,TSE,M2325,2015,P000011212,3,15,1,-0.044417368,-0.044417368,,6,,0,0,0,P000105882&P000006084&P000132591,2,8.83,4,0,0,2.76
2302,TSE,M2324,2006,P000008548,3,10,0,0,0,P000034977,3,7.58,0,0,0,,6,,0,0,0,
2302,TSE,M2324,2011,P000008548,3,14.92,0,0,0,P000136319,3,4.33,0,0,0,,6,,0,0,0,
2302,TSE,M2324,2012,P000008548,3,15.92,0,0,0,P000136319,3,5.33,0,0,0,,6,,0,0,0,0.36
2302,TSE,M2324,2013,P000008548,3,16.92,0,0,0,P000136319,3,6.33,0,0,0,,6,,0,0,0,0.25
2302,TSE,M2324,2014,P000008548,3,17.92,0,0,0,P000136319,3,7.33,0,0,0,,6,,0,0,0,0.28
2302,TSE,M2324,2015,P000008548,3,18.92,0,0,0,P000136319,3,8.33,0,0,0,,6,,0,0,0,0.77
2303,TSE,M2324,2006,P000050133,1,5.75,1,0,0,P000111641,2,1.33,1,0,0,P000007174&P000005781&P000017303&P000013465&P000085154,1,16.17,5,0,0,8.41
2303,TSE,M2324,2010,P000051131,1,11.17,1,0,0,P000111641,2,5.33,1,0,0,P000017303&P000013465&P000152510&P000085154,1,6.67,5,0,0,6.91
2303,TSE,M2324,2011,P000051131,1,12.25,1,0,0,P000111641,2,6.42,1,0,0,P000017303&P000013465&P000152510&P000085154,1,7.75,5,0,0,8.05
2303,TSE,M2324,2013,P000111657,2,8.33,1,0,0,P000111641,2,8.33,1,0,0,P000017303&P000013465&P000152510&P000085154,1,9.67,5,0,0,10.09
2303,TSE,M2324,2014,P000111657,2,9.33,1,0.077286389,0.077286389,P000111641,2,9.33,1,-0.640449438,-0.640449438,P000017303&P000013465&P000152510&P000085154,1,10.67,5,0,0,9.76
2305,TSE,M2325,2006,P000012398,2,13.67,1,0,0,,6,,0,0,0,,6,,0,0,0,7.94
2305,TSE,M2325,2007,P000012398,2,14.67,1,0,0,,6,,0,0,0,,6,,0,0,0,6.66
2305,TSE,M2325,2008,P000012398,2,15.67,1,0,0,,6,,0,0,0,,6,,0,0,0,6.57
2305,TSE,M2325,2010,P000012398,2,17.67,1,0,0,P000086337,2,10.5,1,0,0,,6,,0,0,0,12.52
2305,TSE,M2325,2011,P000012398,2,18.67,1,0,0,P000086337,2,11.5,1,0,0,,6,,0,0,0,13.21
2305,TSE,M2325,2013,P000012398,2,20.67,1,0,0,,6,,0,0,0,,6,,0,0,0,14.35
2305,TSE,M2325,2015,P000012398,2,22.58,1,0,0,P000086337,2,15.42,1,0,0,,6,,0,0,0,11.44
2305,TSE,M2325,2016,P000012398,2,23.58,1,0,0,P000086337,2,16.42,1,0,0,,6,,0,0,0,13.79
2308,TSE,M2328,2006,P000011220,2,3.83,1,0,0,P000010103,3,20.92,1,0,0,P000012487,3,3.83,1,0,0,4.43
2308,TSE,M2328,2007,P000011220,2,4.83,1,0,0,P000010103,3,21.92,1,0,0,P000012487,3,4.83,1,0,0,3.91
2308,TSE,M2328,2008,P000011220,2,5.83,1,0,0,P000010103,3,22.92,1,0,0,P000012487,3,5.83,1,0,0,4.52
2308,TSE,M2328,2010,P000048254,3,9.83,1,0,0,P000010103,3,24.92,1,0,0,P000012487,3,7.83,1,0,0,5.2
2308,TSE,M2328,2014,P000089494,3,11.92,1,0,0,P000124285,2,1.67,1,0,0,P000167062&P000123366&P000178050,1,2.83,3,0,0,6.53
2308,TSE,M2328,2015,P000089494,3,12.92,1,0.14075749,0.14075749,P000124285,2,2.67,1,13.66666667,13.66666667,P000167062&P000123366&P000178050,1,3.83,3,0,0,7.11
2308,TSE,M2328,2017,P000089494,3,14.92,1,4.459861249,4.459861249,P000124285,2,4.67,1,0,0,P000034051&P000167062&P000123366&P000178050,1,5.83,3,0,0,7.47
2308,TSE,M2328,2018,P000089494,3,15.92,1,0,0,P000124285,2,5.67,1,-0.113636364,-0.113636364,P000034051&P000167062&P000123366&P000178050,1,6.83,3,0,0,8.13
2312,TSE,M2331,2006,P000020567,2,12,1,0,0,P000016516,3,12.92,1,0,0,,6,,0,0,0,2.19
2312,TSE,M2331,2007,P000020567,2,13,1,0,0,P000016516,3,13.92,1,0,0,,6,,0,0,0,2.64
2312,TSE,M2331,2009,P000141561,1,1.75,1,0,0,P000045720,3,6.58,1,0,0,,6,,0,0,0,1.38
2312,TSE,M2331,2011,P000141561,1,3.75,1,0,0,P000079461,3,11.25,1,0,0,,6,,0,0,0,1.46
2312,TSE,M2331,2012,P000141561,1,4.83,1,0,0,P000079461,2,12.33,1,0,0,,6,,0,0,0,1.18
2312,TSE,M2331,2014,P000141561,1,6.75,1,0.540365287,0.540365287,P000079461,2,14.25,1,0.64516129,0.64516129,P000193892&P000027622&P000018910,1,1.83,4,0,0,1.17
2312,TSE,M2331,2017,P000141561,1,9.75,1,0.198027057,0.198027057,P000224149,3,2.42,1,1.008928571,1.008928571,P000027622&P000018910&P000074782,1,4.83,4,0,0,2.22
2313,TSE,M2328,2006,P000007871,5,16.33,0,0,0,P000078044,5,4,0,0,0,,6,,0,0,0,0.77
2313,TSE,M2328,2008,P000086423,5,9.42,0,0,0,,6,,0,0,0,,6,,0,0,0,0.75
2313,TSE,M2328,2009,P000086423,5,10.33,0,0,0,,6,,0,0,0,,6,,0,0,0,0.83
2313,TSE,M2328,2013,P000027920,5,11,0,1.341107872,1.341107872,,6,,0,0,0,,6,,0,0,0,0.79
2313,TSE,M2328,2016,P000027920,5,13.67,0,-0.498504487,0,P000078044,5,13.67,0,0,0,P000172259&P000172263,5,2.5,0,0,0,0.65
2313,TSE,M2328,2018,P000027920,3,15.92,1,0,0,,6,,0,0,0,P000213626&P000172263&P000086423,1,16.83,2,0,0,1.69
2314,TSE,M2327,2006,P000013800,2,9.5,1,0,0,P000073854,2,3.42,1,0,0,P000021295,2,2.83,1,0,0,6.17
2314,TSE,M2327,2008,P000013800,2,11.5,1,0,0,P000073854,2,5.42,1,0,0,,6,,0,0,0,5.73
2314,TSE,M2327,2009,P000013800,2,12.5,1,0,0,P000073854,2,6.42,1,0,0,,6,,0,0,0,10.35
2314,TSE,M2327,2011,P000013800,2,14.5,1,0,0,P000039933,2,11.42,1,0,0,,6,,0,0,0,17.32
2314,TSE,M2327,2013,P000013800,2,16.5,1,-0.346837945,-0.346837945,P000039933,2,13.42,1,-0.730769231,-0.730769231,P000185249,2,1.42,1,0,0,12.09
2314,TSE,M2327,2014,P000013800,2,17.5,1,0,0,P000039933,2,14.42,1,0,0,P000185249,2,2.42,1,0,0,11.1
2314,TSE,M2327,2015,P000013800,2,18.5,1,0,0,P000039933,2,15.42,1,-0.714285714,-0.714285714,P000185249,2,3.42,1,0,0,9.8
2314,TSE,M2327,2018,P000013800,2,21.5,1,0,0,P000039933,2,18.42,1,-0.512820513,-0.512820513,P000044586&P000226110&P000185249,1,6.42,3,0,0,7.75
2316,TSE,M2328,2006,P000012129,3,14.83,1,0,0,P000077070,3,1.42,0,0,0,,6,,0,0,0,1.4
2316,TSE,M2328,2010,P000131948,3,3.92,0,0,0,P000141217,3,2.83,0,0,0,,6,,0,0,0,1.45
2316,TSE,M2328,2011,P000131948,3,4.92,0,0,0,P000141217,3,3.83,0,0,0,,6,,0,0,0,1.39
2316,TSE,M2328,2012,P000131948,3,5.92,0,0.176470588,0.176470588,P000141217,3,4.83,0,1.081081081,1.081081081,,6,,0,0,0,1.37
2316,TSE,M2328,2013,P000131948,3,6.92,0,0,0,P000141217,3,5.83,0,-0.87012987,-0.87012987,,6,,0,0,0,1.5
2316,TSE,M2328,2014,P000131948,3,7.92,0,0,0,P000141217,3,6.83,0,-0.5,-0.5,,6,,0,0,0,1.26
2316,TSE,M2328,2015,P000131948,3,8.92,0,0,0,P000141217,3,7.83,0,0,0,,6,,0,0,0,1.31
2316,TSE,M2328,2016,P000131948,3,9.92,0,0,0,P000141217,3,8.83,0,0,0,,6,,0,0,0,1.21
2317,TSE,M2331,2006,P000013345,3,33.17,0,0,0,P000107688,3,9,0,0,0,,6,,0,0,0,0.81
2317,TSE,M2331,2008,P000013345,3,35,0,0,0,P000107688,3,10.83,0,0,0,P000131911&P000131915,2,1.67,4,0,0,1.21
2317,TSE,M2331,2009,P000013345,3,36.17,0,0,0,P000107688,3,12,0,0,0,P000131911&P000131915,2,2.83,4,0,0,1.33
2317,TSE,M2331,2012,P000013345,3,39.17,0,0.100000746,0.093056202,P000107688,3,15,0,0.218348624,0.218348624,P000033398&P000131915,2,5.83,3,0,0,1.17
2317,TSE,M2331,2013,P000013345,3,40.17,0,0.099999322,0.093646084,P000107688,3,16,0,0.214608434,0.214608434,P000033398&P000131915,2,6.83,3,0,0,1.18
2317,TSE,M2331,2014,P000013345,3,41.17,0,0.120000271,0.113029137,P000107688,3,17,0,-0.282703038,-0.282703038,P000033398&P000131915,2,7.83,3,0,0,1.16
2321,TSE,M2327,2006,P000011980,2,10.67,0,0,0,P000052341,3,7.08,0,0,0,,6,,0,0,0,3.22
2321,TSE,M2327,2007,P000011980,2,11.5,0,0,0,P000052341,3,7.92,0,0,0,,6,,0,0,0,6.48
2321,TSE,M2327,2008,P000011980,2,12.5,0,0,0,P000052341,3,8.92,0,0,0,,6,,0,0,0,4.99
2323,TSE,M2326,2006,P000011253,3,28.33,1,0,0,P000143835,3,0.75,1,0,0,,6,,0,0,0,1.89
2323,TSE,M2326,2007,P000011253,3,29.33,1,0,0,P000143835,3,1.75,1,0,0,,6,,0,0,0,2.98
2323,TSE,M2326,2008,P000011253,3,30.33,1,0,0,P000143835,3,2.75,1,0,0,,6,,0,0,0,3.11
2323,TSE,M2326,2009,P000011253,3,31.33,1,0,0,P000143835,3,3.75,1,0,0,,6,,0,0,0,1.48
2323,TSE,M2326,2010,P000011253,3,32.33,1,0,0,P000143835,3,4.75,1,0,0,,6,,0,0,0,1.51
2323,TSE,M2326,2011,P000011253,3,33.33,1,0,0,P000143835,3,5.75,1,0,0,,6,,0,0,0,1.31
2323,TSE,M2326,2013,P000011253,3,35.33,1,0,0,P000143835,3,7.75,1,-0.109375,-0.109375,P000177896&P000019871,1,1.83,3,0,0,2.08
2323,TSE,M2326,2014,P000011253,3,36.33,1,0,0,P000143835,3,8.75,1,-0.754385965,-0.754385965,P000177896&P000019871,1,2.83,3,0,0,2.06
2323,TSE,M2326,2017,P000011253,3,39.33,1,0,0,P000235511,2,1.58,1,0,0,P000177896&P000196044&P000019871,1,5.83,3,0,0,2.73
2323,TSE,M2326,2018,P000011253,3,40.33,1,0,0,P000235511,2,2.58,1,0,0,P000177896&P000196044&P000019871,1,6.83,3,0,0,2.48
2324,TSE,M2325,2006,P000009981,3,17.83,1,0,0,P000032787,3,4.25,1,0,0,,6,,0,0,0,1.28
2324,TSE,M2325,2007,P000009981,3,18.83,1,0,0,P000032787,3,5.25,1,0,0,,6,,0,0,0,1.07
2324,TSE,M2325,2008,P000009981,3,19.83,1,0,0,P000032787,3,6.25,1,0,0,,6,,0,0,0,1.67
2324,TSE,M2325,2009,P000009981,3,20.83,1,0,0,P000032787,3,7.25,1,0,0,,6,,0,0,0,1.32
2324,TSE,M2325,2010,P000009981,3,21.83,1,0,0,P000032787,3,8.25,1,0,0,,6,,0,0,0,1.11
2324,TSE,M2325,2011,P000009981,3,22.83,1,0,0,P000032787,3,9.25,1,0,0,,6,,0,0,0,1.53
2324,TSE,M2325,2013,P000009981,3,24.83,1,0,0,P000032787,3,11.25,1,0,0,P000013050&P000088437&P000089131,1,1.83,3,0,0,1.63
2324,TSE,M2325,2014,P000009981,3,25.83,1,0.030436459,0.030436459,P000032787,3,12.25,1,0.042112862,0.042112862,P000013050&P000088437&P000089131,1,2.83,3,0,0,1.43
2324,TSE,M2325,2015,P000009981,3,26.83,1,0,0,P000032787,3,13.25,1,-0.002193742,-0.002193742,P000013050&P000088437&P000089131,1,3.83,3,0,0,1.45
2324,TSE,M2325,2016,P000009981,3,27.83,1,-0.003938326,-0.003938326,P000032787,3,14.25,1,-0.013885675,-0.013885675,P000013050&P000088437&P000089131,1,4.83,3,0,0,1.56
2324,TSE,M2325,2017,P000009981,3,28.83,1,-0.301089299,-0.301089299,P000032787,3,15.25,1,0.014081202,0.014081202,P000013050&P000088437&P000089131,1,5.83,3,0,0,1.3
2327,TSE,M2328,2006,P000103437,2,2.83,1,0,0,,6,,0,0,0,P000041559&P000048358&P000007036,1,8.83,4,0,0,1.58
2327,TSE,M2328,2011,P000012416,3,18.5,1,0,0,P000057865,2,4.83,1,0,0,,6,,0,0,0,1.61
2327,TSE,M2328,2013,P000012416,3,20.5,1,-0.30000301,-0.30000301,P000057865,2,6.83,1,0,0,P000008056&P000007779&P000064701,2,20.5,3,0,0,1.48
2327,TSE,M2328,2016,P000057865,2,9.83,1,-0.343720491,-0.343720491,,6,,0,0,0,P000008056&P000064701,2,23.5,3,0,0,1.15
2327,TSE,M2328,2017,P000057865,2,10.83,1,-0.709352518,-0.709352518,,6,,0,0,0,P000008056&P000064701,2,24.5,3,0,0,0.94
2328,TSE,M2328,2006,P000020745,4,13.42,0,0,0,P000074020,3,9.58,0,0,0,,6,,0,0,0,0.4
2328,TSE,M2328,2008,P000020745,4,15.42,0,0,0,P000077408,3,7.25,0,0,0,,6,,0,0,0,0.17
2328,TSE,M2328,2009,P000020745,4,16.42,0,0,0,P000077408,3,8.25,0,0,0,,6,,0,0,0,0.24
2328,TSE,M2328,2010,P000020745,4,17.42,0,0,0,P000077408,3,9.25,0,0,0,,6,,0,0,0,0.21
2328,TSE,M2328,2011,P000020745,4,18.42,0,0,0,P000077408,3,10.25,0,0,0,,6,,0,0,0,0.21
2328,TSE,M2328,2012,P000020745,4,19.42,0,0,0,P000077408,3,11.25,0,0,0,,6,,0,0,0,0.47
2328,TSE,M2328,2013,P000020745,4,20.5,0,0.042266605,0.042266605,P000077408,3,12.33,0,0,0,,6,,0,0,0,0.8
2328,TSE,M2328,2014,P000020745,4,21.5,0,0.005347594,0.005347594,P000077408,3,13.33,0,0,0,,6,,0,0,0,0.87
2328,TSE,M2328,2015,P000020745,4,22.5,0,0,0,P000077408,3,14.33,0,0,0,,6,,0,0,0,0.86
2328,TSE,M2328,2016,P000020745,4,23.5,0,0.132978723,0.132978723,P000077408,3,15.33,0,inf,inf,,6,,0,0,0,1.02
2328,TSE,M2328,2018,P000020745,4,25.42,0,0,0,P000077408,3,17.25,0,0,0,P000045499&P000190609&P000097223,2,1.83,2,0,0,0.88
2329,TSE,M2324,2006,P000020760,1,3,1,0,0,P000010442,2,5.08,1,0,0,,6,,0,0,0,
2329,TSE,M2324,2007,P000020760,1,3.92,1,0,0,P000010442,2,6,1,0,0,,6,,0,0,0,
2329,TSE,M2324,2008,P000020760,1,5,1,0,0,P000010442,2,7.08,1,0,0,,6,,0,0,0,
2329,TSE,M2324,2009,P000020760,1,6,1,0,0,P000010442,2,8.08,1,0,0,,6,,0,0,0,
2329,TSE,M2324,2010,P000020760,1,7,1,0,0,P000010442,2,9.08,1,0,0,,6,,0,0,0,
2329,TSE,M2324,2011,P000020760,1,8,1,0,0,P000010442,2,10.08,1,0,0,,6,,0,0,0,
2329,TSE,M2324,2012,P000020760,1,9,1,0,0,P000010442,2,11.08,1,0,0,,6,,0,0,0,1.3
2329,TSE,M2324,2013,P000020760,1,10,1,0,0,P000010442,2,12.08,1,0,0,,6,,0,0,0,1.52
2329,TSE,M2324,2014,P000020760,1,10.92,1,-0.158113636,-0.158113636,P000010442,2,13,1,0,0,,6,,0,0,0,1.22
2329,TSE,M2324,2015,P000020760,1,12,1,0,0,P000010442,2,14.08,1,0,0,,6,,0,0,0,1.29
2329,TSE,M2324,2017,P000100710,3,13.42,1,0,0,P000010442,2,16.17,1,0,0,P000046234&P000191855,1,13.58,2,0,0,1.72
2329,TSE,M2324,2018,P000100710,2,14.33,1,-0.31372549,-0.31372549,P000010442,2,17.08,1,-0.316455696,-0.316455696,P000046234&P000191855,1,14.5,2,0,0,1.78
2330,TSE,M2324,2006,P000006840,1,17.17,1,0,0,P000028997,2,7.67,1,0,0,P000123218&P000018383&P000017152&P000016642,1,6.83,3,0,0,5.06
2330,TSE,M2324,2007,P000006840,1,18.17,1,0,0,P000028997,2,8.67,1,0,0,P000123218&P000018383&P000017152&P000016642,1,7.83,3,0,0,5.56
2330,TSE,M2324,2008,P000006840,1,19.17,1,0,0,P000028997,2,9.67,1,0,0,P000123218&P000018383&P000017152&P000016642,1,8.83,3,0,0,6.45
2330,TSE,M2324,2012,P000000851,1,26.08,1,0,0,P000028997,2,13.67,1,0,0,P000018383&P000017152&P000009571&P000148938&P000170659,1,12.83,4,0,0,7.97
2330,TSE,M2324,2014,P000086126&P000010249,1,21.25,1,-0.062380797,-0.062380797,P000028997,2,15.67,1,0,0,P000018383&P000017152&P000009571&P000148938&P000170659,1,14.83,4,0,0,7.45
2330,TSE,M2324,2017,P000086126&P000010249,1,24.25,1,0,0,P000028997,2,18.67,1,0,0,P000018383&P000017152&P000009571&P000217042&P000148938,1,17.83,4,0,0,8.26
2331,TSE,M2325,2006,P000019988,2,12.75,1,0,0,P000087719,3,3.58,1,0,0,P000064859&P000079366,1,0.92,2,0,0,0.98
2331,TSE,M2325,2015,P000134766,2,9.17,1,-1,-1,P000177068,2,4,1,0,0,P000150551&P000073867,1,6.92,4,0,0,2.69
2331,TSE,M2325,2016,P000134766,2,10.17,1,0,0,P000177068,2,5,1,0,0,P000150551&P000073867,1,7.92,4,0,0,3.88
2331,TSE,M2325,2018,P000134766,2,12.17,1,0,0,P000177068,2,7,1,0,0,P000252097&P000150551&P000073867,1,9.92,4,0,0,3.35
2332,TSE,M2327,2006,P000082661,3,6.33,1,0,0,P000104562,2,9.75,1,0,0,P000015187,2,2.92,3,0,0,2.82
2332,TSE,M2327,2010,P000058751,2,10.33,1,0,0,P000104562,2,13.75,1,0,0,,6,,0,0,0,2.42
2332,TSE,M2327,2013,P000054295&P000104562,2,16.75,1,0,0,P000172747,2,2.58,1,0,0,,6,,0,0,0,3.11
2337,TSE,M2324,2006,P000010049,2,17.67,1,0,0,,6,,0,0,0,P000015191&P000048066&P000085154,1,6.08,4,0,0,14.63
2337,TSE,M2324,2012,P000010049,2,23.58,1,0.044786165,0.044786165,,6,,0,0,0,P000132826&P000017053&P000098432,1,5.83,3,0,0,20.52
2337,TSE,M2324,2013,P000010049,2,24.58,1,0,0,,6,,0,0,0,P000132826&P000017053&P000098432,1,6.83,3,0,0,24.56
