公司代碼,上市別,TSE,資料源年,總經理_姓名代碼,總經理_教育程度_代碼,總經理_經理人年資max,總經理_分數,總經理_股數增減比率,總經理_股數增減比率(合計),財務長_姓名代碼,財務長_教育程度_代碼,財務長_經理人年資max,財務長_分數,財務長_股數增減比率,財務長_股數增減比率(合計),獨董_姓名代碼,獨董_教育程度_代碼,獨董_董監事年資max,獨立董事_總分,董監經理人變化_燈號,CRISISCOR,研究發展費用率
5264,TSE,M2325,2018,P000183723,4,7.5,0,0.551764706,0.551764706,P000183721,2,7.5,1,inf,inf,P000016264&P000191087&P000183731,1,7.33,4,0,0,3.65
5269,TSE,M2324,2011,P000162958,2,4.08,1,0,0,P000175057,5,3.25,1,0,0,,6,,0,0,0,16.6
5269,TSE,M2324,2015,P000162958,2,8.42,1,-0.315393519,-0.315393519,P000203507,3,2.08,1,0,0,P000032078&P000081844&P000095175,1,4.08,2,0,0,26.51
5269,TSE,M2324,2016,P000162958,2,9.42,1,-0.057480981,-0.057480981,P000203507,3,3.08,1,0,0,P000032078&P000081844&P000095175,1,5.08,2,0,0,21.8
5269,TSE,M2324,2017,P000162958,2,10.42,1,0.014349776,0.014349776,P000203507,3,4.08,1,0,0,P000032078&P000081844&P000095175,1,6.08,2,0,0,15.1
5269,TSE,M2324,2018,P000162958,2,11.42,1,-0.076923077,-0.076923077,P000203507,3,5.08,1,0,0,P000032078&P000081844&P000095175,1,7.08,2,0,0,13.37
5272,OTC,M2324,2012,P000175250,2,7.33,1,0,0,P000175232,3,7.33,1,0,0,P000177167&P000183923&P000177247,1,0.92,3,0,0,21.14
5272,OTC,M2324,2013,P000175250,2,8.5,1,0.144078144,0.144078144,P000175232,3,8.5,1,1.048780488,1.048780488,P000177167&P000183923&P000177247,1,2.08,3,0,0,24.13
5272,OTC,M2324,2014,P000175250,2,9.5,1,0.053361793,0.053361793,P000175232,3,9.5,1,0,0,P000177167&P000183923&P000177247,1,3.08,3,0,0,25.29
5272,OTC,M2324,2015,P000175250,2,10.42,1,0.156028369,0.156028369,P000175232,3,10.42,1,0.095238095,0.095238095,P000177167&P000183923&P000177247,1,4,3,0,0,30.12
5272,OTC,M2324,2016,P000175250,2,11.42,1,0.192813322,0.192813322,P000175232,3,11.42,1,0.206521739,0.206521739,P000177167&P000183923&P000177247,1,5,3,0,0,27.66
5272,OTC,M2324,2017,P000175250,2,12.42,1,0.036737693,0.036737693,P000175232,3,12.42,1,0.072072072,0.072072072,P000177167&P000183923&P000177247,1,6,3,0,0,26.01
5272,OTC,M2324,2018,P000175250,2,13.42,1,0.035435861,0.035435861,P000175232,3,13.42,1,0.067226891,0.067226891,P000177167&P000183923&P000177247,1,7,3,0,0,36.87
5274,OTC,M2324,2012,P000175637,2,8.42,1,0.481132075,0.877358491,P000175639,3,6,1,0.153846154,0.274725275,P000050082&P000078136&P000091872,1,0.83,4,0,0,14.57
5274,OTC,M2324,2013,P000175637,2,9.42,1,0.165605096,0.025125628,P000175639,3,7,1,-0.514285714,-0.517241379,P000050082&P000078136&P000091872,1,1.83,4,0,0,14.89
5274,OTC,M2324,2014,P000175637,2,10.42,1,0.229508197,0.102941176,P000175639,3,8,1,-0.62745098,-0.660714286,P000050082&P000078136&P000091872,1,2.83,4,0,0,13
5274,OTC,M2324,2016,P000175637,2,12.33,1,0.089928058,0.089928058,P000175639,3,9.92,1,-0.333333333,-0.333333333,P000133551&P000050082&P000078136,1,4.75,5,0,0,10.57
5274,OTC,M2324,2017,P000175637,2,13.42,1,-0.115511551,-0.115511551,P000175639,3,11,1,0,0,P000133551&P000050082&P000078136,1,5.83,5,0,0,15.34
5281,OTC,M2326,2015,P000214883,3,12.33,1,0,0,P000214884,2,11.92,1,0,0,P000214877&P000046234&P000214891,1,3.67,3,0,0,4.97
5281,OTC,M2326,2018,P000214882,3,1.17,1,0,0,P000263435,3,1.17,1,0,0,P000214877&P000046234&P000214891,1,6.67,3,0,0,4.56
5285,TSE,M2324,2013,P000179096,4,3.75,0,0,0,P000179087,5,8,1,0,0,P000032190&P000062956&P000136089,1,1.42,3,0,0,0.6
5285,TSE,M2324,2014,P000179096,4,4.75,0,0,0,P000179087,5,9,1,0.047619048,0.047619048,P000032190&P000062956&P000136089,1,2.42,3,0,0,0.8
5285,TSE,M2324,2015,P000179096,4,5.75,0,0.1,0.1,P000179087,3,10,1,0.126262626,0.126262626,P000032190&P000062956&P000136089,1,3.42,3,0,0,0.92
5285,TSE,M2324,2016,P000179096,4,6.75,0,-0.38432282,-0.152411874,P000179087,3,11,1,0,0,P000032190&P000062956&P000136089,1,4.42,3,0,0,2.7
5285,TSE,M2324,2017,P000179096,4,7.75,0,0,0,P000179087,3,12,1,0,0,P000032190&P000062956&P000136089,1,5.42,3,0,0,1.55
5285,TSE,M2324,2018,P000179096,4,8.75,0,0,0,P000179087,3,13,1,0,0,P000032190&P000062956&P000136089,1,6.42,3,0,0,1.3
5289,OTC,M2325,2012,P000037350,2,4.92,1,0,0,P000131479,2,1.5,1,0,0,P000038645&P000013334&P000186137,1,0.33,3,0,0,1.38
5289,OTC,M2325,2013,P000037350,2,5.92,1,-0.019444444,-0.019444444,P000131479,2,2.5,1,0.5,0.5,P000038645&P000013334&P000186137,1,1.33,3,0,0,1.41
5289,OTC,M2325,2015,P000182172,2,8.33,1,0.05,0.05,P000131479,2,4.58,1,0.033333333,0.033333333,P000038645&P000041693&P000186137,1,3.42,3,0,0,1.85
5289,OTC,M2325,2016,P000182172,2,9.33,1,0.099206349,0.099206349,P000131479,2,5.58,1,0.209677419,0.209677419,P000038645&P000041693&P000186137,1,4.42,3,0,0,2.95
5289,OTC,M2325,2017,P000182172,2,10.25,1,0.09566787,0.09566787,P000131479,2,6.5,1,0.573333333,0.573333333,P000038645&P000041693&P000186137,1,5.33,3,0,0,1.91
5291,OTC,M2328,2013,P000182448,2,3.75,1,1.851851852,1.851851852,P000185046,3,1.42,1,inf,inf,P000023120&P000099896,2,0.83,4,0,0,0.75
5291,OTC,M2328,2014,P000182448,2,4.83,1,0.032467532,0.032467532,P000185046,3,2.5,1,0.075,0.075,P000023120&P000099896,2,1.92,4,0,0,1.52
5291,OTC,M2328,2015,P000182448,2,5.83,1,0,0,P000185046,3,3.5,1,0,0,P000023120&P000099896,2,2.92,4,0,0,2.39
5291,OTC,M2328,2016,P000182448,2,6.83,1,0,0,P000185046,3,4.5,1,0,0,P000023120&P000099896,2,3.92,4,0,0,2.28
5291,OTC,M2328,2017,P000182448,2,7.83,1,0,0,P000185046,3,5.5,1,0,0,P000023120&P000099896,2,4.92,4,0,0,2.22
5291,OTC,M2328,2018,P000182448,2,8.83,1,0,0,P000185046,3,6.5,1,0,0,P000023120&P000099896,2,5.92,4,0,0,1.84
5299,OTC,M2324,2013,P000035902,1,2.83,1,0.037349398,0.037349398,,6,,0,0,0,P000192826&P000017662,2,0.92,4,0,0,12.41
5299,OTC,M2324,2014,P000035902,1,3.83,1,0,0,,6,,0,0,0,P000192826&P000017662,2,1.92,4,0,0,12.85
5299,OTC,M2324,2015,P000035902,1,4.92,1,0,0,,6,,0,0,0,P000192826&P000017662,2,3,4,0,0,15.1
5299,OTC,M2324,2018,P000183019,2,9.42,1,-0.087209302,-0.087209302,,6,,0,0,0,P000017662&P000200910,2,5.92,4,0,0,7.96
5302,OTC,M2324,2006,P000006878,2,14.67,1,0,0,P000032440&P000129059,3,10.08,0,0,0,,6,,0,0,0,50.9
5302,OTC,M2324,2012,P000006878,2,20.67,1,0,0,P000165255,5,2.42,1,0,0,,6,,0,0,0,31.54
5302,OTC,M2324,2013,P000006878,2,21.67,1,0,0,P000165255,5,3.42,1,0,0,,6,,0,0,0,29.62
5302,OTC,M2324,2014,P000006878,2,22.67,1,0,0,P000165255,5,4.42,1,0,0,,6,,0,0,0,43.86
5302,OTC,M2324,2015,P000006878,2,23.67,1,0,0,P000165255,3,5.42,1,0,0,,6,,0,0,0,32.71
5302,OTC,M2324,2016,P000006878,2,24.67,1,0,0,P000165255,3,6.42,1,0,0,,6,,0,0,0,33.64
5302,OTC,M2324,2018,P000006878,2,26.67,1,0,0,P000165255,3,8.42,1,0,0,P000190268&P000190269,1,1.83,2,0,0,70.49
5304,OTC,M2325,2006,P000105204,3,26.5,1,0,0,P000064970,3,23.83,1,0,0,,6,,0,0,0,7.97
5304,OTC,M2325,2007,P000105204,3,27.5,1,0,0,P000064970,3,24.83,1,0,0,,6,,0,0,0,6.82
5304,OTC,M2325,2008,P000105204,3,28.5,1,0,0,P000064970,3,25.83,1,0,0,,6,,0,0,0,7.82
5304,OTC,M2325,2009,P000105204,3,29.58,1,0,0,P000064970,3,26.92,1,0,0,,6,,0,0,0,5.25
5304,OTC,M2325,2010,P000105204,3,30.58,1,0,0,P000064970,3,27.92,1,0,0,,6,,0,0,0,4.87
5304,OTC,M2325,2011,P000105204,3,31.5,1,0,0,P000064970,3,28.83,1,0,0,,6,,0,0,0,6.61
5304,OTC,M2325,2012,P000105204,3,32.5,1,0,0,P000064970,3,29.83,1,0,0,,6,,0,0,0,7.75
5304,OTC,M2325,2013,P000105204,3,33.5,1,0,0,P000064970,3,30.83,1,0,0,,6,,0,0,0,9.17
5304,OTC,M2325,2014,P000105204,3,34.5,1,0,0,P000064970,3,31.83,1,0,0,,6,,0,0,0,11.35
5304,OTC,M2325,2016,P000105204,3,36.5,1,0,0,P000064970,3,33.83,1,0,0,P000190166&P000111856,2,1.83,0,0,0,10.92
5304,OTC,M2325,2017,P000105204,3,37.58,1,0,0,P000064970,3,34.92,1,0,0,P000190166&P000111856,2,2.92,0,0,0,14.89
5304,OTC,M2325,2018,P000105204,3,38.5,1,0,0,P000064970,3,35.83,1,0,0,P000190166&P000111856,2,3.83,0,0,0,18.09
5305,TSE,M2324,2006,P000109013&P000091339,1,6.5,1,0,0,,6,,0,0,0,P000023516&P000014686,1,3,3,0,0,3.39
5305,TSE,M2324,2014,P000036218,2,20.58,1,-0.266974291,-0.266974291,P000138404,2,1.25,1,inf,inf,P000023516&P000024608,3,11,2,0,0,7.71
5305,TSE,M2324,2015,P000036218,2,21.58,1,0,0,P000138404,2,2.25,1,0,0,P000023516&P000024608,3,12,2,0,0,8.79
5305,TSE,M2324,2017,P000036218,2,23.58,1,0.037910699,0.037910699,P000138404,2,4.25,1,-0.303571429,-0.303571429,P000024608&P000051252&P000093361,2,17,4,0,0,8.11
5305,TSE,M2324,2018,P000036218,2,24.58,1,-0.112824675,-0.112824675,P000138404,2,5.25,1,0,0,P000024608&P000051252&P000093361,2,18,4,0,0,8.29
5309,OTC,M2328,2006,P000031741,3,3.5,1,0,0,,6,,0,0,0,,6,,0,0,0,3.91
5309,OTC,M2328,2008,P000016441,2,5.83,1,0,0,,6,,0,0,0,,6,,0,0,0,5.52
5309,OTC,M2328,2011,P000016441,2,8.83,1,0,0,,6,,0,0,0,,6,,0,0,0,4.26
5309,OTC,M2328,2012,P000016441,2,9.83,1,0,0,,6,,0,0,0,,6,,0,0,0,6.29
5309,OTC,M2328,2013,P000016441,2,10.83,1,0.176141965,0.176141965,,6,,0,0,0,,6,,0,0,0,8.04
5309,OTC,M2328,2015,P000016441,2,12.83,1,0,0,P000097493,3,1.92,1,0,0,,6,,0,0,0,7.72
5309,OTC,M2328,2018,P000237494,3,2.33,1,0,0,,6,,0,0,0,P000251947&P000045103&P000097196,2,1.83,2,0,0,8.84
5310,OTC,M2330,2006,P000018560&P000099913,2,2.92,1,0,0,P000136021&P000050359,5,4.08,1,0,0,,6,,0,0,0,1.07
5310,OTC,M2330,2011,P000037865,3,21.25,1,0,0,,6,,0,0,0,,6,,0,0,0,1.59
5310,OTC,M2330,2013,P000037865,3,23.25,1,0.5,0.5,P000156729,3,5.42,1,1,1,,6,,0,0,0,2.15
5310,OTC,M2330,2014,P000037865,2,24.25,1,0,0,P000156729,3,6.42,1,0,0,,6,,0,0,0,2.03
5310,OTC,M2330,2016,P000037865,2,26.17,1,0,0,P000156729,3,8.33,1,0,0,P000042208&P000217049,1,1.75,2,0,0,2.26
5310,OTC,M2330,2017,P000037865,2,27.25,1,0,0,P000156729,3,9.42,1,0,0,P000042208&P000217049,1,2.83,2,0,0,2.35
5314,OTC,M2324,2006,P000013295,1,10.75,1,0,0,P000107298,2,1.83,1,0,0,,6,,0,0,0,15.62
5314,OTC,M2324,2007,P000013295,1,11.75,1,0,0,P000107298,2,2.83,1,0,0,,6,,0,0,0,22.22
5314,OTC,M2324,2008,P000013295,1,12.75,1,0,0,P000107298,2,3.83,1,0,0,,6,,0,0,0,32.35
5314,OTC,M2324,2010,P000013295,1,14.75,1,0,0,,6,,0,0,0,,6,,0,0,0,50.73
5314,OTC,M2324,2011,P000013295,1,15.75,1,0,0,,6,,0,0,0,,6,,0,0,0,32.9
5314,OTC,M2324,2014,P000078488,1,18.33,1,0,0,,6,,0,0,0,,6,,0,0,0,51.18
5314,OTC,M2324,2016,P000078488,1,20.33,1,0,0,,6,,0,0,0,P000016185&P000207708&P000093257,1,15.83,3,0,0,54.19
5315,OTC,M2326,2006,P000018082,3,11.08,1,0,0,P000073322,2,5.92,1,0,0,,6,,0,0,0,0.41
5315,OTC,M2326,2007,P000018082,3,12.08,1,0,0,P000073322,2,6.92,1,0,0,,6,,0,0,0,0.37
5315,OTC,M2326,2008,P000018082,3,13.08,1,0,0,P000073322,2,7.92,1,0,0,,6,,0,0,0,0.57
5315,OTC,M2326,2009,P000018082,3,14.08,1,0,0,P000073322,2,8.92,1,0,0,,6,,0,0,0,0.79
5315,OTC,M2326,2010,P000018082,3,15.08,1,0,0,P000073322,2,9.92,1,0,0,,6,,0,0,0,0.77
5315,OTC,M2326,2011,P000018082,3,16.08,1,0,0,P000073322,2,10.92,1,0,0,,6,,0,0,0,0.71
5315,OTC,M2326,2012,P000018082,3,17.08,1,0,0,P000073322,2,11.92,1,0,0,,6,,0,0,0,0.53
5315,OTC,M2326,2015,P000133352,4,4.75,0,0,0,P000209551,3,1.67,0,0,0,P000190221&P000015272,3,1.83,3,0,0,0.98
5315,OTC,M2326,2016,P000133352,4,5.75,0,0,0,P000209551,3,2.67,0,0,0,P000190221&P000015272,3,2.83,3,0,0,1.26
5315,OTC,M2326,2018,P000133352,4,7.75,0,-0.142245637,-0.142245637,P000209551,3,4.67,0,0,0,P000050710&P000190221&P000015272,1,13.75,5,0,0,2.04
5321,OTC,M2328,2006,P000067174&P000077638,3,4.33,1,0,0,P000079361,3,7.08,0,0,0,,6,,0,0,1,3.1
5321,OTC,M2328,2008,P000067174,3,2.42,1,0,0,P000129142,5,2.33,1,0,0,,6,,0,0,0,3.2
5321,OTC,M2328,2009,P000067174,3,3.5,1,0,0,P000129142,5,3.42,1,0,0,,6,,0,0,0,3.63
5321,OTC,M2328,2013,P000167939,2,4.83,1,0,0,P000176962,5,2,1,0,0,,6,,0,0,0,3.83
5321,OTC,M2328,2016,P000167939,2,7.83,1,0,0,P000207269,3,2.83,1,0,0,P000169741&P000209106,1,1.83,3,0,0,2.55
5328,OTC,M2328,2006,P000016074,3,24,0,0,0,P000089476,5,8.5,1,0,0,,6,,0,0,0,
5328,OTC,M2328,2007,P000016074,3,25,0,0,0,P000089476,5,9.5,1,0,0,,6,,0,0,0,
5328,OTC,M2328,2008,P000016074,3,26,0,0,0,P000089476,5,10.5,1,0,0,,6,,0,0,0,
5328,OTC,M2328,2009,P000016074,3,27,0,0,0,P000089476,5,11.5,1,0,0,,6,,0,0,0,
5328,OTC,M2328,2011,P000052386,3,18.5,1,0,0,P000089476,3,13.5,1,0,0,,6,,0,0,0,
5328,OTC,M2328,2012,P000052386,3,19.5,1,0.018547141,0.018547141,P000089476,3,14.5,1,-0.070175439,-0.070175439,,6,,0,0,0,
5328,OTC,M2328,2014,P000052386&P000062134,3,21.5,1,0,0,P000089476,3,16.5,1,0,0,,6,,0,0,0,
5340,OTC,M2328,2006,P000083580,3,4.17,1,0,0,P000085417,2,14.33,1,0,0,,6,,0,0,0,0.32
5340,OTC,M2328,2010,P000142013,1,2.67,1,0,0,P000085417,2,18.33,1,0,0,,6,,0,0,0,2.19
5340,OTC,M2328,2012,P000142013,1,4.67,1,0,0,,6,,0,0,0,,6,,0,0,0,2.21
5340,OTC,M2328,2015,P000006637,1,23.75,1,0,0,P000085417,2,23.33,1,0,0,,6,,0,0,0,0.59
5344,OTC,M2324,2006,P000117531,2,2.58,1,0,0,P000044826,3,4.17,1,0,0,,6,,0,0,0,0
5344,OTC,M2324,2008,P000117531,2,4.5,1,0,0,,6,,0,0,0,,6,,0,0,0,0
5344,OTC,M2324,2009,P000117531,2,5.5,1,0,0,,6,,0,0,0,,6,,0,0,0,0
5344,OTC,M2324,2010,P000117531,2,6.67,1,0,0,,6,,0,0,0,,6,,0,0,0,0.4
5344,OTC,M2324,2011,P000117531,2,7.58,1,0,0,,6,,0,0,0,,6,,0,0,0,1.92
5344,OTC,M2324,2014,P000184385,2,2.5,1,0,0,P000173298,2,3.58,1,0,0,,6,,0,0,0,1.6
5344,OTC,M2324,2015,P000184385,2,3.5,1,0,0,P000173298,2,4.58,1,0,0,,6,,0,0,0,1.63
5344,OTC,M2324,2016,P000184385,2,4.5,1,0,0,P000173298,2,5.58,1,0,0,,6,,0,0,0,1.56
5345,OTC,M2328,2006,P000094307,2,4.83,1,0,0,P000094307,2,4.83,1,0,0,,6,,0,0,0,0.85
5345,OTC,M2328,2011,P000094307,2,9,1,0,0,P000094307,2,9,1,0,0,P000150559&P000068588,2,1.92,3,0,0,0.21
5345,OTC,M2328,2015,P000014918,2,25.67,1,0,0,P000094307,2,14,1,0,0,P000150559&P000178178,2,6.92,3,0,0,4.62
5345,OTC,M2328,2016,P000014918,2,26.58,1,0.005800282,0.005800282,P000094307,2,14.92,1,0,0,P000150559&P000178178,2,7.83,3,0,0,8.39
5347,OTC,M2324,2006,P000008294,2,10.33,1,0,0,P000007644,2,12.17,1,0,0,,6,,0,0,0,3
5347,OTC,M2324,2009,P000147454,2,0.83,1,0,0,P000007644,2,14.83,1,0,0,,6,,0,0,0,5.31
5347,OTC,M2324,2010,P000147454,2,1.83,1,0,0,P000007644,2,15.83,1,0,0,,6,,0,0,0,4.14
5347,OTC,M2324,2013,P000147454,2,4.83,1,0.932642487,0.932642487,P000168242,3,2.58,1,-0.996960486,-0.996960486,P000019178&P000148580&P000084196,1,19.75,4,0,0,4.65
5347,OTC,M2324,2014,P000147454,2,5.83,1,0.72386059,0.72386059,P000168242,3,3.58,1,52,52,P000019178&P000148580&P000084196,1,20.75,4,0,0,4.98
5347,OTC,M2324,2015,P000147454,2,7,1,0,0,P000168242,3,4.75,1,0,0,P000019178&P000148580&P000084196,1,21.92,4,0,0,5.32
5347,OTC,M2324,2016,P000147454,2,7.83,1,0,0,P000168242,3,5.58,1,0,0,P000019178&P000148580&P000084196,1,22.75,4,0,0,6.02
5348,OTC,M2327,2006,P000015138,2,10.33,1,0,0,,6,,0,0,0,,6,,0,0,0,8.08
5348,OTC,M2327,2007,P000015138,2,11.33,1,0,0,,6,,0,0,0,,6,,0,0,0,6.49
5348,OTC,M2327,2008,P000015138,2,12.33,1,0,0,,6,,0,0,0,,6,,0,0,0,10.48
5348,OTC,M2327,2009,P000015138,2,13.33,1,0,0,,6,,0,0,0,,6,,0,0,0,14.02
5348,OTC,M2327,2012,P000015138,2,16.33,1,0.200507614,0.200507614,P000126764,5,6.67,1,0,0,,6,,0,0,0,8.72
5348,OTC,M2327,2013,P000015138,2,17.33,1,0.039112051,0.039112051,P000126764,5,7.67,1,0,0,,6,,0,0,0,22.71
5348,OTC,M2327,2014,P000015138,2,18.33,1,0,0,P000126764,5,8.67,1,0,0,,6,,0,0,0,26.47
5348,OTC,M2327,2017,P000008334,2,11.83,1,0,0,P000126764,5,11.67,1,0,0,P000135845&P000155698,1,5.83,2,0,0,32.95
5349,OTC,M2328,2006,P000020852,2,10.33,1,0,0,,6,,0,0,0,,6,,0,0,0,1.6
5349,OTC,M2328,2007,P000020852,2,11.33,1,0,0,,6,,0,0,0,,6,,0,0,0,1.33
5349,OTC,M2328,2008,P000020852,2,12.33,1,0,0,,6,,0,0,0,,6,,0,0,0,0.79
5349,OTC,M2328,2009,P000020852,2,13.33,1,0,0,,6,,0,0,0,,6,,0,0,0,0.85
5349,OTC,M2328,2010,P000020852,2,14.33,1,0,0,,6,,0,0,0,,6,,0,0,0,0.97
5349,OTC,M2328,2011,P000020852,2,15.33,1,0,0,,6,,0,0,0,,6,,0,0,0,0.78
5349,OTC,M2328,2012,P000020852,2,16.33,1,-0.326956522,-0.326956522,,6,,0,0,0,,6,,0,0,0,0.84
5349,OTC,M2328,2013,P000020852,2,17.33,1,-0.059431525,-0.059431525,,6,,0,0,0,,6,,0,0,0,1.01
5349,OTC,M2328,2014,P000020852,2,18.33,1,-0.054945055,-0.054945055,,6,,0,0,0,,6,,0,0,0,0.85
5349,OTC,M2328,2015,P000020852,2,19.33,1,0,0,,6,,0,0,0,,6,,0,0,0,1.38
5349,OTC,M2328,2016,P000020852,2,20.33,1,0.000968992,0.000968992,,6,,0,0,0,,6,,0,0,0,1.68
5349,OTC,M2328,2018,P000049754,3,15.83,1,0,0,,6,,0,0,0,P000251150&P000251155&P000213798,1,1.83,3,0,0,1.93
5351,OTC,M2324,2006,P000005657,1,16.17,1,0,0,P000127838,2,3,1,0,0,,6,,0,0,0,4.19
5351,OTC,M2324,2007,P000005657,1,17.17,1,0,0,P000127838,2,4,1,0,0,,6,,0,0,0,3.74
5351,OTC,M2324,2008,P000005657,1,18.17,1,0,0,P000127838,2,5,1,0,0,,6,,0,0,0,7.85
5351,OTC,M2324,2012,P000005657,1,22.17,1,0.001508441,0.001508441,P000127850,2,7.42,1,0,0,,6,,0,0,0,11.42
5351,OTC,M2324,2014,P000005657,1,24.17,1,0.002238138,0.002238138,P000203243,2,1.08,1,0,0,,6,,0,0,0,7.77
5351,OTC,M2324,2016,P000005657,1,26.17,1,-0.003066857,-0.003066857,P000095059,2,1.08,1,0.6,0.6,P000190215&P000129766,2,1.83,2,0,0,10.74
5351,OTC,M2324,2017,P000005657,1,27.17,1,0,0,P000095059,2,2.08,1,0.25,0.25,P000190215&P000129766,2,2.83,2,0,0,11.41
5353,OTC,M2327,2006,P000069748,3,3.92,1,0,0,P000078266,3,4.08,1,0,0,,6,,0,0,0,5.04
5353,OTC,M2327,2008,P000135238,2,1.58,1,0,0,,6,,0,0,0,,6,,0,0,0,5.73
5353,OTC,M2327,2012,P000171812,3,1.75,1,0,0,,6,,0,0,0,,6,,0,0,0,5.26
5353,OTC,M2327,2015,P000153237,2,5,1,0,0,P000078266,3,13.08,1,0,0,,6,,0,0,0,6.17
5353,OTC,M2327,2017,P000153237,2,7,1,-0.08342096,-0.08342096,P000249049,2,1,1,inf,inf,P000215892&P000083206,2,1.83,2,0,0,4.81
5353,OTC,M2327,2018,P000153237,2,8,1,0,0,P000249049,2,2,1,11,11,P000215892&P000083206,2,2.83,2,0,0,4.24
5355,OTC,M2328,2006,P000019478,3,10.33,0,0,0,P000107391,2,1.83,1,0,0,,6,,0,0,0,0
5355,OTC,M2328,2007,P000019478,3,11.33,0,0,0,P000107391,2,2.83,1,0,0,,6,,0,0,0,1.41
5355,OTC,M2328,2008,P000019478,3,12.33,0,0,0,P000107391,2,3.83,1,0,0,,6,,0,0,0,0.51
5355,OTC,M2328,2011,P000019478,3,15.33,0,0,0,,6,,0,0,0,,6,,0,0,0,0.35
5355,OTC,M2328,2012,P000019478,3,16.33,0,0,0,,6,,0,0,0,,6,,0,0,0,0.2
5355,OTC,M2328,2013,P000019478,3,17.33,0,0.011637749,0.011637749,,6,,0,0,0,,6,,0,0,0,0.38
5355,OTC,M2328,2015,P000019478,3,19.33,0,0,0,P000173967,3,4.5,1,0,0,,6,,0,0,0,0.44
5355,OTC,M2328,2018,P000019478,3,22.33,0,0,0,,6,,0,0,0,P000190232&P000016832,3,2.83,2,0,0,0.54
5356,OTC,M2325,2006,P000006850,3,38.75,0,0,0,P000030517,2,7.33,1,0,0,,6,,0,0,0,
5356,OTC,M2325,2011,P000202719,3,15.33,1,0,0,P000158012,4,2.17,0,0,0,,6,,0,0,0,0.05
5356,OTC,M2325,2013,P000202719,3,17.33,1,0,0,P000139918,2,5.83,1,0,0,,6,,0,0,0,0
5356,OTC,M2325,2014,P000202719,3,18.33,1,0,0,P000139918,2,6.83,1,0,0,,6,,0,0,0,0.03
5356,OTC,M2325,2016,P000202719,3,20.33,1,0,0,P000139918,2,8.83,1,0,0,P000014908&P000105554&P000213868,1,1.83,3,0,0,0.11
5356,OTC,M2325,2017,P000202719,3,21.33,1,0,0,P000139918,2,9.83,1,0,0,P000014908&P000105554&P000213868,1,2.83,3,0,0,0
5371,OTC,M2326,2006,P000020333,3,10.25,1,0,0,P000111414,2,4.5,1,0,0,,6,,0,0,0,2.04
5371,OTC,M2326,2008,P000020333,3,12.33,1,0,0,P000136354,2,1.42,1,0,0,,6,,0,0,0,2.51
5371,OTC,M2326,2009,P000020333,3,13.33,1,0,0,P000136354,2,2.42,1,0,0,,6,,0,0,0,2.99
5371,OTC,M2326,2011,P000020333,3,15.33,1,0,0,P000136354,2,4.42,1,0,0,P000012985&P000037646&P000095121,1,1.83,4,0,0,3.44
5371,OTC,M2326,2015,P000043967&P000133075,3,15.25,1,0,0,P000164775,2,5.5,1,0,0,P000037646&P000070286&P000179451,1,5.83,3,0,0,4.4
5371,OTC,M2326,2016,P000043967&P000133075,2,16.25,1,-0.200297471,-0.200297471,P000164775,2,6.5,1,-0.201680672,-0.201680672,P000037646&P000070286&P000179451,1,6.83,3,0,0,5.35
5371,OTC,M2326,2018,P000020333,2,22.33,1,0,0,P000164775,2,8.5,1,0,0,P000037646&P000070286&P000179451,1,8.83,4,0,0,6.24
5381,OTC,M2328,2006,P000092158,1,7.25,1,0,0,P000111007,5,1.58,1,0,0,,6,,0,0,0,
5383,OTC,M2331,2006,P000122749,3,1,0,0,0,P000062821,3,8.67,1,0,0,,6,,0,0,0,0.71
5383,OTC,M2331,2010,P000050892,4,12.25,0,0,0,P000141478,4,2.75,1,0,0,P000063987&P000077257,1,3.83,3,0,0,0.35
5383,OTC,M2331,2011,P000050892,4,13.25,0,0,0,P000141478,4,3.75,1,0,0,P000063987&P000077257,1,4.83,3,0,0,0.39
5383,OTC,M2331,2014,P000196160,3,1.83,1,0,0,P000141478,4,6.75,1,0,0,P000194896&P000077257,3,7.83,2,0,0,1.24
5386,OTC,M2325,2006,P000013810,3,5.17,0,0,0,,6,,0,0,0,,6,,0,0,0,1.39
5386,OTC,M2325,2008,P000032386,5,5.83,0,0,0,P000136760,2,1.33,1,0,0,,6,,0,0,0,1.41
5386,OTC,M2325,2010,P000032386,5,7.83,0,0,0,P000153773,5,1.75,1,0,0,,6,,0,0,0,1.08
5386,OTC,M2325,2011,P000032386,5,8.83,0,0,0,P000153773,5,2.75,1,0,0,,6,,0,0,0,1.42
5386,OTC,M2325,2012,P000032386,5,9.83,0,2.34375,2.34375,P000153773,5,3.75,1,0,0,,6,,0,0,0,1.4
5386,OTC,M2325,2014,P000032386,2,11.92,1,0.043010753,0.043010753,P000198833,2,1.75,1,0,0,,6,,0,0,0,0.51
5386,OTC,M2325,2016,P000032386,2,13.83,1,0.007683864,0.007683864,P000222357,5,1.67,1,0,0,P000120111&P000196211,2,1.83,2,0,0,0.13
5388,TSE,M2327,2006,P000025734,2,7.25,1,0,0,P000065469,2,5.5,1,0,0,P000007196&P000015732,2,2.83,3,0,0,3.64
5388,TSE,M2327,2009,P000025734,2,10.25,1,0,0,P000065469,2,8.5,1,0,0,P000132182&P000064701,2,1.83,2,0,0,6.12
